Building Code,Bldg/Room,Room Type,Capacity,Adjoining Rooms,Room Key,Outside Key
GHUE,GHUE*445,Double,2,,R7G115,
HALL,HALL*100A,Double,2,,R7AJ6,O7AJ1
HALL,HALL*200A,Double,2,,R7AJ13,O7AJ1
HCTG,HCTG*201,Double,2,,R7AM4,O7AM10
HCTG,HCTG*203,Double,2,,R7AM3,O7AM10
HNRK,HNRK*013,Double,2,,R7AK3,O7AK11
HNTH,HNTH*100C,Double in a Quint,2,HNTH*100A HNTH*100B HNTH*100D,R7BG10,
HNTH,HNTH*200D,Double in a Quint,2,HNTH*200A HNTH*200B HNTH*200C,R7BG11,
HUNT,HUNT*105,Double,2,,R7AN5,O7AN15
HUNT,HUNT*203,Double,2,,R7AN8,O7AN15
HUNT,HUNT*204,Double,2,,R7AN9,O7AN15
HUNT,HUNT*208,Double,2,,R7AN10,O7AN15
JEWE,JEWE*100A,Double,2,,R7AZ8,O7AZ1
JEWE,JEWE*100B,Double,2,,R7AZ4,O7AZ1
JEWE,JEWE*200A,Double,2,,R7AZ5,O7AZ1
JEWE,JEWE*200B,Double,2,,R7AZ9,O7AZ1
JEWE,JEWE*303,Double,2,,R7A13,O7AZ1
JMES,JMES*004D,Double in a Quint,2,JMES*004A JMES*004B JMES*004C,,
JMES,JMES*005A,Double in a Quint,2,JMES*005B JMES*005C JMES*005D,,
JMES,JMES*101B,Double in Quad,2,JMES*101A JMES*101C,,
JMES,JMES*102B,Double in Quad,2,JMES*102A JMES*102C,,
JMES,JMES*103A,Double in Quad,2,JMES*103B JMES*103C,,
JMES,JMES*104C,Double in Quad,2,JMES*104A JMES*104B,,
JMES,JMES*201B,Double in Quad,2,JMES*201A JMES*201C,,
JMES,JMES*202C,Double in a Quint,2,JMES*202A JMES*202B JMES*202D,,
JMES,JMES*203A,Double in Quad,2,JMES*203B JMES*203C,,
JMES,JMES*204C,Double in Quad,2,JMES*204A JMES*204B,,
JMES,JMES*205A,Double in a Quint,2,JMES*205B JMES*205C JMES*205D,,
JMES,JMES*301B,Double in Quad,2,JMES*301A JMES*301C,,
JMES,JMES*302C,Double in a Quint,2,JMES*302A JMES*302B JMES*302D,,
JMES,JMES*303A,Double in Quad,2,JMES*303B JMES*303C,,
JMES,JMES*304C,Double in Quad,2,JMES*304A JMES*304B,,
JMES,JMES*305A,Double in a Quint,2,JMES*305B JMES*305C JMES*305D,,
JMES,JMES*401B,Double in Quad,2,JMES*401A JMES*401C,,
JMES,JMES*402C,Double in a Quint,2,JMES*402A JMES*402B JMES*402D,,
JMES,JMES*403A,Double in Quad,2,JMES*403B,,
JMES,JMES*403B,Double in Quad,2,JMES*403A,,
JMES,JMES*404C,Double in Quad,2,JMES*404A JMES*404B,,
JMES,JMES*405A,Double in a Quint,2,JMES*405B JMES*405C,,
JMES,JMES*405B,Double in a Quint,2,JMES*405A JMES*405C,,
MUSS,MUSS*201,Double,2,,R7J5,
MUSS,MUSS*202,Double,2,,R7J90,
MUSS,MUSS*203,Double,2,,R7J95,
MUSS,MUSS*204,Double,2,,R7J8,
MUSS,MUSS*205,Double,2,,R7J88,
MUSS,MUSS*206,Double,2,,R7J71,
MUSS,MUSS*207,Double,2,,R7J96,
MUSS,MUSS*208,Double,2,,R7J94,
MUSS,MUSS*209,Double,2,,R7J80,
MUSS,MUSS*210,Double,2,,R7J14,
MUSS,MUSS*213,Double,2,,R7J11,
MUSS,MUSS*218,Double,2,,R7J105,
MUSS,MUSS*219,Double,2,,R7J61,
MUSS,MUSS*220,Double,2,,R7J23,
MUSS,MUSS*221,Double,2,,R7J24,
MUSS,MUSS*222,Double,2,,R7J25,
MUSS,MUSS*223,Double,2,,R7J26,
MUSS,MUSS*224,Double,2,,R7J9,
MUSS,MUSS*225,Double,2,,R7J22,
MUSS,MUSS*226,Double,2,,R7J38,
MUSS,MUSS*301,Double,2,,R7J91,
MUSS,MUSS*302,Double,2,,R7J33,
MUSS,MUSS*303,Double,2,,R7J41,
MUSS,MUSS*304,Double,2,,R7J107,
MUSS,MUSS*305,Double,2,,R7J36,
MUSS,MUSS*306,Double,2,,R7J35,
MUSS,MUSS*307,Double,2,,R7J17,
MUSS,MUSS*308,Double,2,,R7J39,
MUSS,MUSS*309,Double,2,,R7J40,
MUSS,MUSS*310,Double,2,,R7J93,
MUSS,MUSS*313,Double,2,,R7J44,
MUSS,MUSS*317,Double,2,,R7J31,
MUSS,MUSS*318,Double,2,,R7J48,
MUSS,MUSS*319,Double,2,,R7J49,
MUSS,MUSS*320,Double,2,,R7J21,
MUSS,MUSS*321,Double,2,,R7J65,
MUSS,MUSS*322,Double,2,,R7J29,
MUSS,MUSS*323,Double,2,,R7J37,
MUSS,MUSS*324,Double,2,,R7J12,
MUSS,MUSS*325,Double,2,,R7J92,
MUSS,MUSS*326,Double,2,,R7J82,
MUSS,MUSS*401,Double,2,,R7J59,
MUSS,MUSS*402,Double,2,,R7J60,
MUSS,MUSS*403,Double,2,,R7J111,
MUSS,MUSS*404,Double,2,,R7J62,
MUSS,MUSS*405,Double,2,,R7J43,
MUSS,MUSS*406,Double,2,,R7J2,
MUSS,MUSS*407,Double,2,,R7J55,
MUSS,MUSS*408,Double,2,,R7J112,
MUSS,MUSS*409,Double,2,,R7J69,
MUSS,MUSS*410,Double,2,,R7J68,
MUSS,MUSS*413,Double,2,,R7J6,
MUSS,MUSS*417,Double,2,,R7J108,
MUSS,MUSS*418,Double,2,,R7J64,
MUSS,MUSS*419,Double,2,,R7J76,
MUSS,MUSS*420,Double,2,,R7J77,
MUSS,MUSS*421,Double,2,,R7J27,
MUSS,MUSS*422,Double,2,,R7J58,
MUSS,MUSS*423,Double,2,,R7J106,
MUSS,MUSS*424,Double,2,,R7J81,
MUSS,MUSS*425,Double,2,,R7J54,
MUSS,MUSS*426,Double,2,,R7J102,
MYER,MYER*115A,"Double, 2 Room",2,,R7K5,
MYER,MYER*201,Double,2,,R7K7,
MYER,MYER*202,Double,2,,R7K8,
MYER,MYER*203,Double,2,,R7K107,
MYER,MYER*204,Double,2,,R7K61,
MYER,MYER*205,Double,2,,R7K10,
MYER,MYER*206,Double,2,,R7K85,
MYER,MYER*207,Double,2,,R7K12,
MYER,MYER*208,Double,2,,R7K13,
MYER,MYER*209,Double,2,,R7K66,
MYER,MYER*210,Double,2,,R7K99,
MYER,MYER*211,Double,2,,R7K49,
MYER,MYER*236,Double,2,,R7K88,
MYER,MYER*237,Double,2,,R7K6,
MYER,MYER*238,Double,2,,R7K98,
MYER,MYER*239,Double,2,,R7K24,
MYER,MYER*240,Double,2,,R7K25,
MYER,MYER*241,Double,2,,R7K86,
MYER,MYER*242,Double,2,,R7K27,
MYER,MYER*243,Double,2,,R7K14,
MYER,MYER*244,Double,2,,R7K101,
MYER,MYER*245,Double,2,,R7K30,
MYER,MYER*246,Double,2,,R7K102,
MYER,MYER*301,Double,2,,R7K31,
MYER,MYER*302,Double,2,,R7K103,
MYER,MYER*303,Double,2,,R7K67,
MYER,MYER*304,Double,2,,R7K29,
MYER,MYER*305,Double,2,,R7K33,
MYER,MYER*306,Double,2,,R7K104,
MYER,MYER*307,Double,2,,R7K26,
MYER,MYER*308,Double,2,,R7K38,
MYER,MYER*309,Double,2,,R7K39,
MYER,MYER*310,Double,2,,R7K23,
MYER,MYER*311,Double,2,,R7K41,
MYER,MYER*336,Double,2,,R7K97,
MYER,MYER*337,Double,2,,R7K47,
MYER,MYER*338,Double,2,,R7K105,
MYER,MYER*339,Double,2,,R7K91,
MYER,MYER*340,Double,2,,R7K50,
MYER,MYER*341,Double,2,,R7K51,
MYER,MYER*342,Double,2,,R7K52,
MYER,MYER*343,Double,2,,R7K53,
MYER,MYER*344,Double,2,,R7K54,
MYER,MYER*345,Double,2,,R7K35,
MYER,MYER*346,Double,2,,R7K63,
MYER,MYER*401,Double,2,,R7K57,
MYER,MYER*402,Double,2,,R7K82,
MYER,MYER*403,Double,2,,R7K56,
MYER,MYER*404,Double,2,,R7K36,
MYER,MYER*405,Double,2,,R7K60,
MYER,MYER*406,Double,2,,R7K96,
MYER,MYER*407,Double,2,,R7K62,
MYER,MYER*408,Double,2,,R7K106,
MYER,MYER*409,Double,2,,R7K64,
MYER,MYER*410,Double,2,,R7K65,
MYER,MYER*411,Double,2,,R7K92,
MYER,MYER*436,Double,2,,R7K71,
MYER,MYER*437,Double,2,,R7K72,
MYER,MYER*438,Double,2,,R7K4,
MYER,MYER*439,Double,2,,R7K74,
MYER,MYER*440,Double,2,,R7K75,
MYER,MYER*441,Double,2,,R7K76,
MYER,MYER*442,Double,2,,R7K77,
MYER,MYER*443,Double,2,,R7K84,
MYER,MYER*444,Double,2,,R7K79,
MYER,MYER*445,Double,2,,R7K80,
MYER,MYER*446,Double,2,,R7K81,
NASN,NASN*100D,Double in a Quint,2,NASN*100A NASN*100B NASN*100C,R7BH7,
NOUR,NOUR*013,Double,2,,R7L36,
NOUR,NOUR*104A,"Double, 2 Room",2,,R7L14,
NOUR,NOUR*106A,"Double, 2 Room",2,,R7L16,
NOUR,NOUR*112,Double,2,,R7L34,
NOUR,NOUR*204A,"Double, 2 Room",2,,R7L26,
NOUR,NOUR*206A,"Double, 2 Room",2,,R7L27,
NOUR,NOUR*209A,"Double, 2 Room",2,,R7L30,
NOUR,NOUR*211A,"Double, 2 Room",2,,R7L73,
NOUR,NOUR*212,Double,2,,R7L32,
NOUR,NOUR*304A,"Double, 2 Room",2,,R7L40,
NOUR,NOUR*306A,"Double, 2 Room",2,,R7L31,
NOUR,NOUR*309A,"Double, 2 Room",2,,R7L45,
NOUR,NOUR*311A,"Double, 2 Room",2,,R7L67,
NOUR,NOUR*312,Double,2,,R7L47,
NOUR,NOUR*400,Double,2,,R7L52,
NOUR,NOUR*401,Double,2,,R7L71,
NOUR,NOUR*405,Double,2,,R7L72,
NOUR,NOUR*407A,"Double, 2 Room",2,,R7L55,
NOUR,NOUR*410,Double,2,,R7L56,
NOUR,NOUR*412,Double,2,,R7L17,
NOUR,NOUR*416,Double,2,,R7L60,
NOUR,NOUR*417,Double,2,,R7L61,
NOUR,NOUR*418,Double,2,,R7L22,
OWNS,OWNS*100C,Double in Quad,2,OWNS*100A OWNS*100B,R7BJ3,
OWNS,OWNS*200A,Double in a Quint,2,OWNS*200B OWNS*200C,R7BJ14,
OWNS,OWNS*200B,Double in a Quint,2,OWNS*200A OWNS*200C,R7BJ17,
OWNS,OWNS*300C,Double in Quad,2,OWNS*300A OWNS*300B,R7BJ12,
PAGE,PAGE*200A,Double,2,,R7AP3,O7AP1
PAGE,PAGE*200B,Double,2,,R7AP4,O7AP1
PAGW,PAGW*200A,Double in a Quint,2,,R7AR2,O7AR1
PAGW,PAGW*200C,Double in a Quint,2,,R7AR4,O7AR1
PREN,PREN*301,Double,2,,R7AT3,O7AT11
PRSH,PRSH*202,Double,2,,R7AQ5,
PRSH,PRSH*204,Double,2,,R7AQ26,
PRSH,PRSH*211,Double,2,,R7AQ10,
PRSH,PRSH*213,Double,2,,R7AQ27,
PRSH,PRSH*302,Double,2,,R7AQ16,
PRSH,PRSH*308,Double,2,,R7AQ19,
PRSH,PRSH*309,Double,2,,R7AQ7,
PRSH,PRSH*311,Double,2,,R7AQ22,
RICE,RICE*105A,"Double, 2 Room",2,,R7AU9,O7AU1
RICE,RICE*111A,Double,2,,R7AU4,O7AU1
RICE,RICE*202,Double in Triple,2,RICE*201,R7AU13,O7AU1
SCOT,SCOT*100C,Double in Quad,2,SCOT*100A SCOT*100B,R7BK3,
SCOT,SCOT*200C,Double in Quad,2,SCOT*200A SCOT*200B,R7BK17,
SCOT,SCOT*300B,Double in a Quint,2,SCOT*300A SCOT*300C,R7BK16,
SCOT,SCOT*300C,Double in a Quint,2,SCOT*300A SCOT*300B,R7BK12,
SEVY,SEVY*203A,Double in Quad,2,SEVY*203B SEVY*203C,R7M6,O7M49
SEVY,SEVY*204,Double,2,,RCARD ACC,
SEVY,SEVY*208A,Double in Quad,2,SEVY*208B,R7M14,O7M13
SEVY,SEVY*208B,Double in Quad,2,SEVY*208A,R7M15,O7M13
SEVY,SEVY*209A,Double in Quad,2,SEVY*209B,R7M66,O7M59
SEVY,SEVY*209B,Double in Quad,2,SEVY*209A,R7M32,O7M59
SEVY,SEVY*210A,Double in Quad,2,SEVY*210B,R7M55,O7M26
SEVY,SEVY*210B,Double in Quad,2,SEVY*210A,R7M56,O7M26
SEVY,SEVY*214A,Double in Quad,2,SEVY*214B,R7M10,O7M60
SEVY,SEVY*214B,Double in Quad,2,SEVY*214A,R7M610,O7M60
SEVY,SEVY*303A,Double in Quad,2,SEVY*303B SEVY*303C,R7M30,O7M29
SEVY,SEVY*304,Double,2,,R7M33,
SEVY,SEVY*306A,Double in Quad,2,SEVY*306B,R7M35,O7M34
SEVY,SEVY*306B,Double in Quad,2,SEVY*306A,R7M36,O7M34
SEVY,SEVY*307A,Double in Triple,2,SEVY*307B,R7M37,
SEVY,SEVY*309A,Double in Quad,2,SEVY*309B,R7M40,O7M16
SEVY,SEVY*309B,Double in Quad,2,SEVY*309A,R7M28,O7M16
SEVY,SEVY*312A,Double in Quad,2,SEVY*312B,R7M67,O7M5
SEVY,SEVY*312B,Double in Quad,2,SEVY*312A,R7M65,O7M5
SEVY,SEVY*409A,Double in Quad,2,SEVY*409B,R7M58,O7M57
SEVY,SEVY*409B,Double in Quad,2,SEVY*409A,R7M51,O7M57
STIM,STIM*204,Double,2,,R7AV7,
WADE,WADE*201,Double,2,,R7AL3,
WADE,WADE*206,Double,2,,R7AL6,
WADE,WADE*207,Double,2,,R7AL4,
WADE,WADE*208,Double,2,,R7AL15,
WADE,WADE*302,Double,2,,R7AL9,
WADE,WADE*303,Double,2,,R7AL10,
WATS,WATS*203,Triple,3,,R7N125,
WATS,WATS*206,Double,2,,R7N13,
WATS,WATS*207,Triple,3,,R7N155,
WATS,WATS*210,Double,2,,R7N52,
WATS,WATS*213,Triple,3,,R7N20,
WATS,WATS*214,Double,2,,R7N21,
WATS,WATS*217,Triple,3,,R7N5,
WATS,WATS*303,Triple,3,,R7N29,
WATS,WATS*306,Double,2,,R7N32,
WATS,WATS*307,Triple,3,,R7N156,
WATS,WATS*310,Double,2,,R7N36,
WATS,WATS*313,Triple,3,,R7N39,
WATS,WATS*314,Double,2,,R7N71,
WATS,WATS*317,Triple,3,,R7N157,
WATS,WATS*403,Triple,3,,R7N158,
WATS,WATS*406,Double,2,,R7N51,
WATS,WATS*407,Triple,3,,R7N72,
WATS,WATS*410,Double,2,,R7N26,
WATS,WATS*413,Triple,3,,R7N17,
WATS,WATS*414,Double,2,,R7N96,
WATS,WATS*417,Triple,3,,R7N62,
WATS,WATS*503,Triple,3,,R7N67,
WATS,WATS*506,Double,2,,R7N30,
WATS,WATS*507,Triple,3,,R7N152,
WATS,WATS*510,Double,2,,R7N97,
WATS,WATS*513,Triple,3,,R7N77,
WATS,WATS*514,Double,2,,R7N78,
WATS,WATS*517,Triple,3,,R7N81,
WATS,WATS*603,Triple,3,,R7N18,
WATS,WATS*606,Double,2,,R7N162,
WATS,WATS*607,Triple,3,,R7N160,
WATS,WATS*610,Double,2,,R7N136,
WATS,WATS*613,Triple,3,,R7N150,
WATS,WATS*614,Double,2,,R7N135,
WATS,WATS*617,Triple,3,,R7N100,
WATS,WATS*703,Triple,3,,R7N25,
WATS,WATS*706,Double,2,,R7N6,
WATS,WATS*707,Triple,3,,R7N109,
WATS,WATS*710,Double,2,,R7N58,
WATS,WATS*713,Triple,3,,R7N115,
WATS,WATS*714,Double,2,,R7N116,
WATS,WATS*717,Triple,3,,R7N119,
WILM,WILM*202,Double,2,,R7AW8,O7AW10
BURT,BURT*101A,"Triple, 2 Room",3,,R7C7,
BURT,BURT*102A,"Triple, 2 Room",3,,R7C52,
BURT,BURT*111A,"Triple, 2 Room",3,,R7C103,
BURT,BURT*113A,"Triple, 2 Room",3,,R7C115,
BURT,BURT*119,Triple,3,,R7C19,
BURT,BURT*130A,"Triple, 2 Room",3,,R7C20,
BURT,BURT*131A,"Triple, 2 Room",3,,R7C84,
BURT,BURT*201A,"Triple, 2 Room",3,,R7C30,
BURT,BURT*202A,"Triple, 2 Room",3,,R7C118,
BURT,BURT*217A,"Triple, 2 Room",3,,R7C41,
BURT,BURT*230A,"Triple, 2 Room",3,,R7C28,
BURT,BURT*235A,"Triple, 2 Room",3,,R7C90,
BURT,BURT*301A,"Triple, 2 Room",3,,R7C54,
BURT,BURT*302A,"Triple, 2 Room",3,,R7C55,
BURT,BURT*311A,"Triple, 2 Room",3,,R7C62,
BURT,BURT*330A,"Triple, 2 Room",3,,R7C77,
BURT,BURT*339,Triple,3,,R7C125,
BURT,BURT*413A,"Triple, 2 Room",3,,R7C126,
BURT,BURT*424A,"Triple, 2 Room",3,,R7C98,
DAVI,DAVI*112,Triple in a Quad,3,DAVI*111,R7E34,
DAVI,DAVI*116A,"Triple, 2 Room",3,,R7E18,
DAVI,DAVI*212,Triple in a Quint,3,DAVI*211,R7E45,
DAVI,DAVI*216A,"Triple, 2 Room",3,,R7E21,
DOUG,DOUG*101,Triple,3,,R7AF2,O7AF6
EVAN,EVAN*018,Triple,3,,,
EVAN,EVAN*019,Triple,3,,,
EVAN,EVAN*021,Triple,3,,,
EVAN,EVAN*106,Triple,3,,,
EVAN,EVAN*108,Triple,3,,,
EVAN,EVAN*109,Triple,3,,,
EVAN,EVAN*119,Triple,3,,,
EVAN,EVAN*120,Triple,3,,,
EVAN,EVAN*122,Triple,3,,,
EVAN,EVAN*200,"Triple, 2 Room",3,,,
EVAN,EVAN*203,Triple,3,,,
EVAN,EVAN*204,Triple,3,,,
EVAN,EVAN*207,Triple,3,,,
EVAN,EVAN*216,Triple,3,,,
EVAN,EVAN*300,Triple,3,,,
EVAN,EVAN*303,Triple,3,,,
EVAN,EVAN*304,Triple,3,,,
EVAN,EVAN*307,Triple,3,,,
EVAN,EVAN*316,"Triple, 2 Room",3,,,
EVAN,EVAN*400,Triple,3,,,
EVAN,EVAN*403,Triple,3,,,
EVAN,EVAN*413,Triple,3,,,
EVAN,EVAN*415,Triple,3,,,
FACL,FACL*012A,Triple in a Sextet,3,FACL*012B,R7AY5,O7AY20
FACL,FACL*012B,Triple in a Sextet,3,FACL*012A,R7AY3,O7AY20
FARM,FARM*101,Triple,3,,R7AG11,O7AG1
HUNT,HUNT*205,Triple,3,,R7AN12,O7AN15
JEWE,JEWE*301,Triple,3,,R7AZ12,O7AZ1
NOUR,NOUR*100,Triple,3,,R7L11,
NOUR,NOUR*101A,"Triple, 2 Room",3,,R7L12,
NOUR,NOUR*200,Triple,3,,R7L23,
NOUR,NOUR*201A,"Triple, 2 Room",3,,R7L24,
NOUR,NOUR*203A,"Triple, 2 Room",3,,R7L75,
NOUR,NOUR*208A,"Triple, 2 Room",3,,R7L29,
NOUR,NOUR*216,Triple,3,,R7L74,
NOUR,NOUR*217,Triple,3,,R7L69,
NOUR,NOUR*300,Triple,3,,R7L37,
NOUR,NOUR*301A,"Triple, 2 Room",3,,R7L38,
NOUR,NOUR*303A,"Triple, 2 Room",3,,R7L43,
NOUR,NOUR*308A,"Triple, 2 Room",3,,R7L76,
NOUR,NOUR*316,Triple,3,,R7L50,
NOUR,NOUR*317,Triple,3,,R7L51,
PRSH,PRSH*203A,"Triple, 2 Room",3,,R7AQ1,
PRSH,PRSH*210A,"Triple, 2 Room",3,,R7AQ31,
PRSH,PRSH*216A,"Triple, 2 Room",3,,R7AQ15,
PRSH,PRSH*313,Triple,3,,R7AQ17,
RICE,RICE*204A,"Triple, 2 Room",3,,R7AU8,O7AU1
SEVY,SEVY*403A,Triple in a Quad,3,SEVY*403B,R7M47,O7M46
WATS,WATS*116,Triple,3,,R7N151,
EVAN,EVAN*005,Quad,4,,,
EVAN,EVAN*010,Quad in a Sextet,4,EVAN*011,,
EVAN,EVAN*017,Quad,4,,,
EVAN,EVAN*111,Quad,4,,,
EVAN,EVAN*211,Quad,4,,,
EVAN,EVAN*213,Quad,4,,,
EVAN,EVAN*214,Quad,4,,,
EVAN,EVAN*311,Quad,4,,,
EVAN,EVAN*313,Quad,4,,,
EVAN,EVAN*314,Quad,4,,,
EVAN,EVAN*412,Quad,4,,,
RICE,RICE*203A,"Quad, 2 Room",4,,R7AU2,O7AU1
